name,type,start_time,duration,"mosi","miso"
"SPI","result",0.34706506,1.502e-05,0xFF,0xFF
"SPI","disable",0.3470883,1.99999995e-08,,
"SPI","enable",0.34712428,2.00000013e-08,,
"SPI","result",0.34713378,1.5e-05,0x05,0xFF
"SPI","result",0.34716226,1.502e-05,0xE0,0xFF
"SPI","result",0.34719074,1.502e-05,0x75,0xFF
"SPI","result",0.34721924,1.5e-05,0xCD,0xFF
"SPI","result",0.34724772,1.5e-05,0xA4,0xFF
"SPI","result",0.3472762,1.502e-05,0xB9,0xFF
"SPI","result",0.34732618,1.5e-05,0x46,0xFF
"SPI","result",0.34735466,1.502e-05,0xBC,0xFF
"SPI","disable",0.3473794,1.99999995e-08,,
"SPI","enable",0.34738864,2.00000004e-08,,
"SPI","result",0.34739464,1.502e-05,0x44,0xFF
"SPI","result",0.34742164,1.5e-05,0xFF,0x00
"SPI","disable",0.34744462,2.00000004e-08,,
"SPI","enable",0.34744586,1.99999995e-08,,
"SPI","result",0.34745186,1.502e-05,0x44,0xFF
"SPI","result",0.34747884,1.502e-05,0xFF,0xFF
"SPI","disable",0.34750208,1.99999995e-08,,
"SPI","enable",0.34753806,1.99999995e-08,,
"SPI","result",0.34754756,1.502e-05,0xEA,0xFF
"SPI","result",0.34757604,1.502e-05,0xD3,0xFF
"SPI","result",0.34760454,1.5e-05,0x37,0xFF
"SPI","result",0.34763302,1.5e-05,0xD2,0xFF
"SPI","result",0.347667,1.5e-05,0x9A,0xFF
"SPI","result",0.34769548,1.5e-05,0x89,0xFF
"SPI","result",0.34772396,1.502e-05,0x82,0xFF
"SPI","result",0.34775244,1.502e-05,0xEA,0xFF
"SPI","disable",0.34777718,1.99999995e-08,,
"SPI","enable",0.34778642,1.99999995e-08,,
"SPI","result",0.34779242,1.502e-05,0x44,0xFF
"SPI","result",0.34781942,1.5e-05,0xFF,0x00
"SPI","disable",0.3478424,1.99999995e-08,,
"SPI","enable",0.34784366,2.00000004e-08,,
"SPI","result",0.34784966,1.5e-05,0x44,0xFF
"SPI","result",0.34787664,1.502e-05,0xFF,0xFF
"SPI","disable",0.34789988,2.00000004e-08,,
"SPI","enable",0.34793586,2.00000004e-08,,
"SPI","result",0.34794536,1.5e-05,0x05,0xFF
"SPI","result",0.34799534,1.5e-05,0x0C,0xFF
"SPI","result",0.34802382,1.5e-05,0xAE,0xFF
"SPI","result",0.3480523,1.5e-05,0x4C,0xFF
"SPI","result",0.34808078,1.502e-05,0xF5,0xFF
"SPI","result",0.34810928,1.5e-05,0xF6,0xFF
"SPI","result",0.34813776,1.5e-05,0x3C,0xFF
"SPI","result",0.34816624,1.502e-05,0xB3,0xFF
"SPI","disable",0.34819098,2.00000004e-08,,
"SPI","enable",0.34820022,2.00000004e-08,,
"SPI","result",0.34820622,1.502e-05,0x44,0xFF
"SPI","result",0.3482332,1.502e-05,0xFF,0x00
"SPI","disable",0.3482562,2.00000004e-08,,
"SPI","enable",0.34825744,2.00000004e-08,,
"SPI","result",0.34826344,1.502e-05,0x44,0xFF
"SPI","result",0.34829042,1.502e-05,0xFF,0xFF
"SPI","disable",0.34839138,1.99999995e-08,,
"SPI","enable",0.34842736,2.00000004e-08,,
"SPI","result",0.34843686,1.502e-05,0xE9,0xFF
"SPI","result",0.34846534,1.502e-05,0xA7,0xFF
"SPI","result",0.34849382,1.502e-05,0x70,0xFF
"SPI","result",0.34852232,1.5e-05,0xDF,0xFF
"SPI","result",0.3485508,1.5e-05,0xF1,0xFF
"SPI","result",0.34857928,1.502e-05,0x14,0xFF
